Дата продажи,Название курса,Цена$,Кол-во,Всего
22/04/2023,data science bootcamp,200,18.0,3600
2023/04/22,Web Dev 101,80,10.0,800
2023-04-22,Machine Learning ADV,250,,4500
22/04/2023,SQL-Курс,60,8.0,480
23/04/2023,Питон для начинающих,50,12.0,600
2023/04/23,data science bootcamp,200,12.0,2400
2023/04/23,WEB DEVELOPMENT,80,14.0,1120
23/04/2023,machine learning advanced,250,15.0,3750
"Apr 23, 2023",SQL-Курс,60,21.0,1260
24.04.23,Python нач,50,14.0,700
"Apr 24, 2023",Буткемп по Data Science,200,25.0,5000
24.04.23,Web-разработка,80,7.0,560
2023/04/24,машинное обучение+,250,12.0,3000
24/04/2023,sql-cc,60,16.0,960
25.04.23,Python For Beginners,50,16.0,800
2023-04-25,DS Boot,200,10.0,2000
25/04/2023,web_dev,80,20.0,1600
"Apr 25, 2023",Продвинутый ML,250,18.0,4500
2023/04/25,sql crash course,60,15.0,900
2023/04/26,python for beginners,50,15.0,750
2023/04/26,Данные.Наука,200,14.0,2800
2023-04-26,WEB DEVELOPMENT,80,15.0,1200
2023-04-26,Продвинутый ML,250,19.0,4750
"Apr 26, 2023",sql-cc,60,19.0,1140
2023/04/27,PYTHON-BEGINNERS,50,10.0,500
"Apr 27, 2023",DS Boot,200,15.0,3000
"Apr 27, 2023",WEB DEVELOPMENT,80,,960
"Apr 27, 2023",Продвинутый ML,250,18.0,4500
27.04.23,SQL БАЗОВЫЙ,60,15.0,900
28.04.23,python for beginners,50,15.0,750
28/04/2023,Data Science BOOTCAMP,200,19.0,3800
2023-04-28,Web-разработка,80,25.0,2000
28.04.23,ML (уровень 2),250,12.0,3000
"Apr 28, 2023",SQL БАЗОВЫЙ,60,17.0,1020
2023/04/29,PYTHON-BEGINNERS,50,21.0,1050
2023-04-29,Данные.Наука,200,17.0,3400
29/04/2023,Web-разработка,80,10.0,800
"Apr 29, 2023",Продвинутый ML,250,21.0,5250
2023/04/29,SQL БАЗОВЫЙ,60,14.0,840
2023/04/30,Питон для начинающих,50,,1000
2023/04/30,Данные.Наука,200,26.0,5200
30.04.23,web_dev,80,17.0,1360
2023-04-30,ML (уровень 2),250,20.0,5000
"Apr 30, 2023",sql-cc,60,,900
01/05/2023,Python нач,50,11.0,550
01/05/2023,Данные.Наука,200,15.0,3000
"May 01, 2023",Web-разработка,80,15.0,1200
01/05/2023,ML (уровень 2),250,13.0,3250
01.05.23,SQL БАЗОВЫЙ,60,13.0,780
2023/05/02,python for beginners,50,19.0,950
02.05.23,Данные.Наука,200,10.0,2000
02.05.23,Web-разработка,80,18.0,1440
2023/05/02,ML (уровень 2),250,13.0,3250
02.05.23,sql-cc,60,10.0,600
03.05.23,PYTHON-BEGINNERS,50,17.0,850
2023/05/03,Буткемп по Data Science,200,20.0,4000
2023-05-03,Web Dev 101,80,12.0,960
03.05.23,Продвинутый ML,250,15.0,3750
03/05/2023,SQL БАЗОВЫЙ,60,19.0,1140
04.05.23,python for beginners,50,21.0,1050
04.05.23,Data Science BOOTCAMP,200,9.0,1800
04/05/2023,web_dev,80,20.0,1600
04.05.23,Продвинутый ML,250,29.0,7250
04.05.23,SQL-Курс,60,22.0,1320
2023/05/05,PYTHON-BEGINNERS,50,18.0,900
05/05/2023,data science bootcamp,200,15.0,3000
2023-05-05,WEB DEVELOPMENT,80,13.0,1040
"May 05, 2023",машинное обучение+,250,13.0,3250
2023/05/05,sql crash course,60,17.0,1020
06.05.23,Python For Beginners,50,,550
06/05/2023,Данные.Наука,200,19.0,3800
2023-05-06,web_dev,80,15.0,1200
06/05/2023,Продвинутый ML,250,16.0,4000
2023-05-06,sql-cc,60,21.0,1260
07/05/2023,python for beginners,50,20.0,1000
2023-05-07,DS Boot,200,14.0,2800
2023-05-07,веб разработка,80,18.0,1440
2023-05-07,машинное обучение+,250,14.0,3500
"May 07, 2023",sql-cc,60,16.0,960
08/05/2023,Python нач,50,15.0,750
2023-05-08,Данные.Наука,200,15.0,3000
08/05/2023,Web-разработка,80,16.0,1280
08.05.23,машинное обучение+,250,17.0,4250
"May 08, 2023",Быстрый курс SQL,60,13.0,780
2023/05/09,python for beginners,50,10.0,500
"May 09, 2023",Data Science BOOTCAMP,200,13.0,2600
09/05/2023,Web Dev 101,80,16.0,1280
2023-05-09,Продвинутый ML,250,75.0,18750
2023/05/09,sql crash course,60,11.0,660
10.05.23,python for beginners,50,13.0,650
2023-05-10,Данные.Наука,200,15.0,3000
"May 10, 2023",web_dev,80,14.0,1120
2023-05-10,Продвинутый ML,250,9.0,2250
2023-05-10,SQL-Курс,60,20.0,1200
"May 11, 2023",Python For Beginners,50,12.0,600
11.05.23,DS Boot,200,14.0,2800
11.05.23,Web-разработка,80,16.0,1280
11/05/2023,ML (уровень 2),250,6.0,1500
2023-05-11,sql-cc,60,16.0,960
2023/05/12,python for beginners,50,14.0,700
"May 12, 2023",DS Boot,200,10.0,2000
2023-05-12,web_dev,80,8.0,640
12.05.23,Продвинутый ML,250,23.0,5750
12.05.23,sql-cc,60,13.0,780
13/05/2023,python for beginners,50,16.0,800
13.05.23,Буткемп по Data Science,200,10.0,2000
"May 13, 2023",Web-разработка,80,15.0,1200
"May 13, 2023",Machine Learning ADV,250,14.0,3500
2023/05/13,SQL БАЗОВЫЙ,60,16.0,960
"May 14, 2023",PYTHON-BEGINNERS,50,16.0,800
2023/05/14,data science bootcamp,200,17.0,3400
14/05/2023,веб разработка,80,12.0,960
2023-05-14,машинное обучение+,250,14.0,3500
14.05.23,SQL БАЗОВЫЙ,60,14.0,840
15/05/2023,Питон для начинающих,50,13.0,650
2023/05/15,data science bootcamp,200,17.0,3400
2023-05-15,Web-разработка,80,14.0,1120
2023/05/15,machine learning advanced,250,13.0,3250
2023-05-15,sql crash course,60,17.0,1020
2023/05/16,python for beginners,50,8.0,400
2023-05-16,Data Science BOOTCAMP,200,17.0,3400
"May 16, 2023",Web-разработка,80,14.0,1120
2023-05-16,Продвинутый ML,250,15.0,3750
16/05/2023,Быстрый курс SQL,60,25.0,1500
"May 17, 2023",python for beginners,50,10.0,500
2023-05-17,Буткемп по Data Science,200,14.0,2800
17.05.23,Web Dev 101,80,13.0,1040
17.05.23,machine learning advanced,250,14.0,3500
17.05.23,Быстрый курс SQL,60,15.0,900
18.05.23,Python For Beginners,50,15.0,750
18/05/2023,Data Science BOOTCAMP,200,14.0,2800
18.05.23,Web Dev 101,80,11.0,880
"May 18, 2023",Продвинутый ML,250,16.0,4000
18.05.23,SQL-Курс,60,10.0,600
19/05/2023,Питон для начинающих,50,15.0,750
2023-05-19,Буткемп по Data Science,200,20.0,4000
2023-05-19,Web-разработка,80,16.0,1280
19.05.23,machine learning advanced,250,15.0,3750
19/05/2023,SQL БАЗОВЫЙ,60,21.0,1260
2023-05-20,Python нач,50,20.0,1000
"May 20, 2023",Data Science BOOTCAMP,200,10.0,2000
2023/05/20,web_dev,80,10.0,800
2023/05/20,Machine Learning ADV,250,15.0,3750
20.05.23,Быстрый курс SQL,60,13.0,780
21.05.23,PYTHON-BEGINNERS,50,,900
2023-05-21,DS Boot,200,15.0,3000
21.05.23,Web-разработка,80,19.0,1520
21.05.23,machine learning advanced,250,24.0,6000
21.05.23,SQL БАЗОВЫЙ,60,20.0,1200
22/05/2023,Python For Beginners,50,21.0,1050
22.05.23,DS Boot,200,14.0,2800
2023/05/22,Web-разработка,80,22.0,1760
2023/05/22,машинное обучение+,250,17.0,4250
"May 22, 2023",Быстрый курс SQL,60,10.0,600
2023/05/23,Питон для начинающих,50,19.0,950
23.05.23,Data Science BOOTCAMP,200,24.0,4800
2023-05-23,Web-разработка,80,17.0,1360
"May 23, 2023",машинное обучение+,250,19.0,4750
23/05/2023,SQL-Курс,60,18.0,1080
2023-05-24,Питон для начинающих,50,16.0,800
24/05/2023,data science bootcamp,200,8.0,1600
"May 24, 2023",Web-разработка,80,8.0,640
24/05/2023,Machine Learning ADV,250,15.0,3750
24.05.23,SQL БАЗОВЫЙ,60,15.0,900
2023/05/25,python for beginners,50,6.0,300
2023-05-25,Data Science BOOTCAMP,200,12.0,2400
2023-05-25,Web-разработка,80,14.0,1120
25.05.23,ML (уровень 2),250,15.0,3750
25.05.23,sql crash course,60,13.0,780
2023-05-26,Питон для начинающих,50,21.0,1050
26.05.23,Данные.Наука,200,16.0,3200
26/05/2023,Web Dev 101,80,17.0,1360
"May 26, 2023",ML (уровень 2),250,16.0,4000
"May 26, 2023",sql crash course,60,18.0,1080
2023/05/27,python for beginners,50,12.0,600
27.05.23,Буткемп по Data Science,200,13.0,2600
27.05.23,Web-разработка,80,6.0,480
2023/05/27,машинное обучение+,250,18.0,4500
27/05/2023,SQL БАЗОВЫЙ,60,13.0,780
28.05.23,python for beginners,50,13.0,650
2023/05/28,Данные.Наука,200,14.0,2800
28/05/2023,Web Dev 101,80,25.0,2000
2023/05/28,machine learning advanced,250,15.0,3750
2023/05/28,sql-cc,60,17.0,1020
"May 29, 2023",python for beginners,50,18.0,900
29.05.23,Данные.Наука,200,17.0,3400
2023-05-29,Web-разработка,80,,1440
29.05.23,ML (уровень 2),250,15.0,3750
2023/05/29,sql crash course,60,,660
30.05.23,Питон для начинающих,50,14.0,700
2023-05-30,DS Boot,200,11.0,2200
"May 30, 2023",WEB DEVELOPMENT,80,20.0,1600
2023-05-30,machine learning advanced,250,16.0,4000
2023/05/30,SQL-Курс,60,17.0,1020
2023/05/31,Python For Beginners,50,,850
2023/05/31,data science bootcamp,200,12.0,2400
"May 31, 2023",Web-разработка,80,9.0,720
"May 31, 2023",Machine Learning ADV,250,19.0,4750
2023/05/31,sql-cc,60,13.0,780
01/06/2023,python for beginners,50,5.0,250
01/06/2023,Данные.Наука,200,8.0,1600
01.06.23,веб разработка,80,4.0,320
01.06.23,ML (уровень 2),250,4.0,1000
01.06.23,Быстрый курс SQL,60,7.0,420
02/06/2023,Python For Beginners,50,2.0,100
"Jun 02, 2023",Данные.Наука,200,8.0,1600
02/06/2023,Web-разработка,80,2.0,160
"Jun 02, 2023",машинное обучение+,250,4.0,1000
2023-06-02,SQL-Курс,60,6.0,360
03/06/2023,python for beginners,50,15.0,750
2023/06/03,Данные.Наука,200,5.0,1000
03.06.23,Web-разработка,80,4.0,320
"Jun 03, 2023",Machine Learning ADV,250,2.0,500
"Jun 03, 2023",sql-cc,60,5.0,300
04/06/2023,PYTHON-BEGINNERS,50,9.0,450
"Jun 04, 2023",Данные.Наука,200,10.0,2000
04.06.23,Web Dev 101,80,6.0,480
"Jun 04, 2023",machine learning advanced,250,1.0,250
04.06.23,Быстрый курс SQL,60,6.0,360
05.06.23,Питон для начинающих,50,2.0,100
"Jun 05, 2023",Буткемп по Data Science,200,5.0,1000
2023-06-05,WEB DEVELOPMENT,80,8.0,640
2023-06-05,ML (уровень 2),250,5.0,1250
2023-06-05,sql-cc,60,2.0,120
06/06/2023,Python нач,50,8.0,400
2023/06/06,Data Science BOOTCAMP,200,9.0,1800
06/06/2023,Web Dev 101,80,3.0,240
2023-06-06,machine learning advanced,250,8.0,2000
"Jun 06, 2023",sql crash course,60,3.0,180
2023/06/07,Питон для начинающих,50,1.0,50
2023-06-07,Данные.Наука,200,3.0,600
07/06/2023,web_dev,80,2.0,160
07/06/2023,машинное обучение+,250,7.0,1750
07.06.23,SQL БАЗОВЫЙ,60,9.0,540
2023-06-08,Питон для начинающих,50,6.0,300
2023/06/08,Буткемп по Data Science,200,5.0,1000
2023-06-08,Web Dev 101,80,11.0,880
2023-06-08,Machine Learning ADV,250,9.0,2250
2023/06/08,SQL-Курс,60,3.0,180
2023-06-09,Python For Beginners,50,3.0,150
2023-06-09,Данные.Наука,200,6.0,1200
09/06/2023,WEB DEVELOPMENT,80,4.0,320
09.06.23,ML (уровень 2),250,5.0,1250
"Jun 09, 2023",SQL-Курс,60,4.0,240
"Jun 10, 2023",Python нач,50,3.0,150
10/06/2023,Данные.Наука,200,4.0,800
10/06/2023,Web-разработка,80,4.0,320
10/06/2023,Продвинутый ML,250,7.0,1750
2023/06/10,sql crash course,60,4.0,240
2023/06/11,PYTHON-BEGINNERS,50,6.0,300
11.06.23,data science bootcamp,200,4.0,800
11/06/2023,Web-разработка,80,3.0,240
11.06.23,machine learning advanced,250,4.0,1000
2023/06/11,sql-cc,60,,120
2023-06-12,Python нач,50,7.0,350
12.06.23,Data Science BOOTCAMP,200,8.0,1600
12/06/2023,web_dev,80,6.0,480
12.06.23,Продвинутый ML,250,1.0,250
2023/06/12,sql crash course,60,5.0,300
2023-06-13,Python For Beginners,50,1.0,50
2023/06/13,data science bootcamp,200,4.0,800
13/06/2023,Web-разработка,80,2.0,160
2023-06-13,машинное обучение+,250,2.0,500
13.06.23,sql crash course,60,9.0,540
"Jun 14, 2023",Python For Beginners,50,5.0,250
2023-06-14,Данные.Наука,200,7.0,1400
2023-06-14,Web Dev 101,80,6.0,480
2023/06/14,машинное обучение+,250,2.0,500
"Jun 14, 2023",SQL-Курс,60,4.0,240
15/06/2023,Python нач,50,4.0,200
15.06.23,Data Science BOOTCAMP,200,5.0,1000
2023-06-15,web_dev,80,5.0,400
15/06/2023,Продвинутый ML,250,9.0,2250
2023-06-15,sql-cc,60,9.0,540
2023/06/16,PYTHON-BEGINNERS,50,4.0,200
2023-06-16,Данные.Наука,200,0.0,0
16.06.23,Web-разработка,80,3.0,240
2023/06/16,machine learning advanced,250,4.0,1000
16/06/2023,Быстрый курс SQL,60,3.0,180
17/06/2023,Python нач,50,6.0,300
2023-06-17,Data Science BOOTCAMP,200,7.0,1400
17.06.23,Web Dev 101,80,3.0,240
"Jun 17, 2023",machine learning advanced,250,5.0,1250
17/06/2023,SQL БАЗОВЫЙ,60,5.0,300
2023-06-18,python for beginners,50,2.0,100
18.06.23,DS Boot,200,7.0,1400
2023-06-18,WEB DEVELOPMENT,80,5.0,400
"Jun 18, 2023",machine learning advanced,250,6.0,1500
2023-06-18,Быстрый курс SQL,60,6.0,360
19.06.23,Питон для начинающих,50,4.0,200
2023/06/19,Данные.Наука,200,1.0,200
2023-06-19,веб разработка,80,1.0,80
"Jun 19, 2023",ML (уровень 2),250,7.0,1750
2023/06/19,SQL БАЗОВЫЙ,60,,300
20.06.23,python for beginners,50,9.0,450
20.06.23,DS Boot,200,3.0,600
2023/06/20,Web Dev 101,80,4.0,320
20.06.23,машинное обучение+,250,8.0,2000
2023/06/20,sql-cc,60,4.0,240
2023/06/21,PYTHON-BEGINNERS,50,5.0,250
21.06.23,Данные.Наука,200,2.0,400
21/06/2023,Web-разработка,80,3.0,240
2023/06/21,Machine Learning ADV,250,10.0,2500
21/06/2023,sql-cc,60,7.0,420
2023/06/22,Python For Beginners,50,2.0,100
22.06.23,DS Boot,200,5.0,1000
2023-06-22,web_dev,80,5.0,400
22/06/2023,machine learning advanced,250,8.0,2000
2023/06/22,sql crash course,60,11.0,660
23/06/2023,Python нач,50,7.0,350
23/06/2023,Данные.Наука,200,4.0,800
2023/06/23,WEB DEVELOPMENT,80,4.0,320
23/06/2023,ML (уровень 2),250,8.0,2000
23/06/2023,SQL БАЗОВЫЙ,60,5.0,300
"Jun 24, 2023",python for beginners,50,6.0,300
"Jun 24, 2023",DS Boot,200,6.0,1200
2023/06/24,Web Dev 101,80,5.0,400
"Jun 24, 2023",Machine Learning ADV,250,6.0,1500
24/06/2023,sql crash course,60,3.0,180
25/06/2023,Python For Beginners,50,7.0,350
"Jun 25, 2023",Буткемп по Data Science,200,3.0,600
"Jun 25, 2023",WEB DEVELOPMENT,80,3.0,240
2023/06/25,ML (уровень 2),250,3.0,750
25.06.23,sql-cc,60,5.0,300
26.06.23,Питон для начинающих,50,3.0,150
26/06/2023,Data Science BOOTCAMP,200,4.0,800
2023-06-26,Web Dev 101,80,9.0,720
2023-06-26,Продвинутый ML,250,7.0,1750
"Jun 26, 2023",SQL БАЗОВЫЙ,60,4.0,240
"Jun 27, 2023",python for beginners,50,6.0,300
2023-06-27,DS Boot,200,3.0,600
27/06/2023,web_dev,80,,480
2023-06-27,machine learning advanced,250,5.0,1250
"Jun 27, 2023",Быстрый курс SQL,60,20.0,1200
28.06.23,python for beginners,50,7.0,350
28.06.23,Data Science BOOTCAMP,200,3.0,600
28.06.23,WEB DEVELOPMENT,80,6.0,480
2023/06/28,Продвинутый ML,250,5.0,1250
28.06.23,SQL БАЗОВЫЙ,60,6.0,360
2023/06/29,PYTHON-BEGINNERS,50,4.0,200
29.06.23,data science bootcamp,200,3.0,600
29.06.23,WEB DEVELOPMENT,80,4.0,320
"Jun 29, 2023",ML (уровень 2),250,6.0,1500
2023-06-29,sql crash course,60,3.0,180
"Jun 30, 2023",Python For Beginners,50,3.0,150
"Jun 30, 2023",Буткемп по Data Science,200,8.0,1600
"Jun 30, 2023",Web-разработка,80,3.0,240
30.06.23,machine learning advanced,250,4.0,1000
"Jun 30, 2023",Быстрый курс SQL,60,6.0,360
"Jul 01, 2023",python for beginners,50,4.0,200
01/07/2023,DS Boot,200,45.0,9000
01/07/2023,Web Dev 101,80,7.0,560
"Jul 01, 2023",machine learning advanced,250,3.0,750
01/07/2023,sql-cc,60,5.0,300
2023-07-02,PYTHON-BEGINNERS,50,3.0,150
2023-07-02,Данные.Наука,200,10.0,2000
2023-07-02,веб разработка,80,5.0,400
2023/07/02,Machine Learning ADV,250,3.0,750
02/07/2023,SQL-Курс,60,3.0,180
2023/07/03,Питон для начинающих,50,8.0,400
03/07/2023,Данные.Наука,200,5.0,1000
2023/07/03,веб разработка,80,7.0,560
"Jul 03, 2023",Продвинутый ML,250,7.0,1750
03.07.23,sql crash course,60,6.0,360
2023-07-04,Python нач,50,6.0,300
04.07.23,DS Boot,200,4.0,800
"Jul 04, 2023",WEB DEVELOPMENT,80,7.0,560
2023/07/04,ML (уровень 2),250,4.0,1000
04.07.23,Быстрый курс SQL,60,2.0,120
2023/07/05,Python нач,50,6.0,300
2023-07-05,data science bootcamp,200,12.0,2400
2023/07/05,Web Dev 101,80,8.0,640
2023-07-05,ML (уровень 2),250,15.0,3750
05.07.23,sql-cc,60,10.0,600
"Jul 06, 2023",python for beginners,50,4.0,200
2023-07-06,Data Science BOOTCAMP,200,4.0,800
06/07/2023,web_dev,80,5.0,400
06.07.23,Продвинутый ML,250,1.0,250
06/07/2023,sql-cc,60,3.0,180
2023/07/07,Python For Beginners,50,6.0,300
07/07/2023,Данные.Наука,200,,400
07.07.23,Web Dev 101,80,2.0,160
2023-07-07,machine learning advanced,250,6.0,1500
2023/07/07,sql crash course,60,3.0,180
2023/07/08,Python For Beginners,50,5.0,250
2023/07/08,Data Science BOOTCAMP,200,3.0,600
08.07.23,WEB DEVELOPMENT,80,3.0,240
"Jul 08, 2023",машинное обучение+,250,5.0,1250
2023/07/08,sql crash course,60,4.0,240
2023/07/09,Питон для начинающих,50,7.0,350
2023/07/09,Буткемп по Data Science,200,7.0,1400
2023-07-09,web_dev,80,3.0,240
09/07/2023,машинное обучение+,250,,2000
2023/07/09,sql crash course,60,5.0,300
10.07.23,PYTHON-BEGINNERS,50,4.0,200
10/07/2023,Буткемп по Data Science,200,4.0,800
2023-07-10,веб разработка,80,,240
10.07.23,Продвинутый ML,250,9.0,2250
10.07.23,SQL БАЗОВЫЙ,60,5.0,300
2023-07-11,python for beginners,50,3.0,150
"Jul 11, 2023",Буткемп по Data Science,200,5.0,1000
11/07/2023,web_dev,80,,160
"Jul 11, 2023",Machine Learning ADV,250,5.0,1250
11/07/2023,Быстрый курс SQL,60,4.0,240
"Jul 12, 2023",Python For Beginners,50,5.0,250
2023/07/12,Буткемп по Data Science,200,7.0,1400
"Jul 12, 2023",веб разработка,80,4.0,320
12/07/2023,Machine Learning ADV,250,4.0,1000
2023-07-12,sql-cc,60,35.0,2100
2023-07-13,Python For Beginners,50,3.0,150
2023-07-13,Буткемп по Data Science,200,6.0,1200
"Jul 13, 2023",WEB DEVELOPMENT,80,3.0,240
2023/07/13,Продвинутый ML,250,8.0,2000
2023-07-13,SQL БАЗОВЫЙ,60,5.0,300
"Jul 14, 2023",Python For Beginners,50,9.0,450
"Jul 14, 2023",data science bootcamp,200,4.0,800
14/07/2023,Web-разработка,80,4.0,320
2023/07/14,machine learning advanced,250,4.0,1000
2023/07/14,SQL-Курс,60,3.0,180
15.07.23,Python нач,50,8.0,400
15/07/2023,Буткемп по Data Science,200,3.0,600
15/07/2023,Web Dev 101,80,5.0,400
"Jul 15, 2023",машинное обучение+,250,4.0,1000
"Jul 15, 2023",Быстрый курс SQL,60,4.0,240
16.07.23,python for beginners,50,5.0,250
2023-07-16,data science bootcamp,200,5.0,1000
16.07.23,Web-разработка,80,7.0,560
16/07/2023,Machine Learning ADV,250,3.0,750
16/07/2023,sql-cc,60,5.0,300
2023/07/17,Python For Beginners,50,5.0,250
"Jul 17, 2023",Данные.Наука,200,3.0,600
17/07/2023,Web Dev 101,80,7.0,560
2023/07/17,машинное обучение+,250,6.0,1500
"Jul 17, 2023",sql crash course,60,7.0,420
"Jul 18, 2023",PYTHON-BEGINNERS,50,3.0,150
2023/07/18,DS Boot,200,5.0,1000
2023/07/18,Web-разработка,80,5.0,400
18/07/2023,Machine Learning ADV,250,9.0,2250
18.07.23,SQL-Курс,60,2.0,120
19/07/2023,PYTHON-BEGINNERS,50,4.0,200
2023-07-19,Данные.Наука,200,2.0,400
